"species_slug","move_slug"
"klefki","torment"
"klefki","trick-room"
"kommo-o","aerial-ace"
"kommo-o","attract"
"kommo-o","aura-sphere"
"kommo-o","belly-drum"
"kommo-o","body-press"
"kommo-o","body-slam"
"kommo-o","boomburst"
"kommo-o","breaking-swipe"
"kommo-o","brick-break"
"kommo-o","brutal-swing"
"kommo-o","bulk-up"
"kommo-o","bulldoze"
"kommo-o","clanging-scales"
"kommo-o","clangorous-soul"
"kommo-o","close-combat"
"kommo-o","coaching"
"kommo-o","counter"
"kommo-o","double-edge"
"kommo-o","draco-meteor"
"kommo-o","dragon-cheer"
"kommo-o","dragon-claw"
"kommo-o","dragon-dance"
"kommo-o","dragon-pulse"
"kommo-o","dragon-tail"
"kommo-o","drain-punch"
"kommo-o","earthquake"
"kommo-o","endeavor"
"kommo-o","endure"
"kommo-o","facade"
"kommo-o","fire-punch"
"kommo-o","flamethrower"
"kommo-o","flash-cannon"
"kommo-o","fling"
"kommo-o","focus-blast"
"kommo-o","focus-punch"
"kommo-o","giga-impact"
"kommo-o","helping-hand"
"kommo-o","hyper-beam"
"kommo-o","hyper-voice"
"kommo-o","ice-punch"
"kommo-o","iron-defense"
"kommo-o","iron-head"
"kommo-o","iron-tail"
"kommo-o","low-kick"
"kommo-o","mega-kick"
"kommo-o","metal-sound"
"kommo-o","noble-roar"
"kommo-o","outrage"
"kommo-o","payback"
"kommo-o","poison-jab"
"kommo-o","protect"
"kommo-o","rain-dance"
"kommo-o","rest"
"kommo-o","reversal"
"kommo-o","roar"
"kommo-o","rock-slide"
"kommo-o","rock-tomb"
"kommo-o","round"
"kommo-o","sandstorm"
"kommo-o","scale-shot"
"kommo-o","scary-face"
"kommo-o","screech"
"kommo-o","shadow-claw"
"kommo-o","sleep-talk"
"kommo-o","snore"
"kommo-o","stealth-rock"
"kommo-o","stomping-tantrum"
"kommo-o","substitute"
"kommo-o","sunny-day"
"kommo-o","superpower"
"kommo-o","swords-dance"
"kommo-o","taunt"
"kommo-o","throat-chop"
"kommo-o","thunder-punch"
"kommo-o","upper-hand"
"kommo-o","uproar"
"kommo-o","vacuum-wave"
"kommo-o","x-scissor"
"krookodile","aerial-ace"
"krookodile","aqua-tail"
"krookodile","assurance"
"krookodile","beat-up"
"krookodile","bite"
"krookodile","body-slam"
"krookodile","breaking-swipe"
"krookodile","brick-break"
"krookodile","brutal-swing"
"krookodile","bulk-up"
"krookodile","bulldoze"
"krookodile","close-combat"
"krookodile","counter"
"krookodile","crunch"
"krookodile","curse"
"krookodile","dark-pulse"
"krookodile","dig"
"krookodile","double-edge"
"krookodile","dragon-claw"
"krookodile","dragon-pulse"
"krookodile","dragon-tail"
"krookodile","earth-power"
"krookodile","earthquake"
"krookodile","endeavor"
"krookodile","endure"
"krookodile","facade"
"krookodile","fire-fang"
"krookodile","fissure"
"krookodile","fling"
"krookodile","focus-blast"
"krookodile","focus-energy"
"krookodile","focus-punch"
"krookodile","foul-play"
"krookodile","giga-impact"
"krookodile","grass-knot"
"krookodile","gunk-shot"
"krookodile","helping-hand"
"krookodile","high-horsepower"
"krookodile","hyper-beam"
"krookodile","iron-head"
"krookodile","iron-tail"
"krookodile","knock-off"
"krookodile","lash-out"
"krookodile","low-kick"
"krookodile","low-sweep"
"krookodile","mega-kick"
"krookodile","mud-shot"
"krookodile","mud-slap"
"krookodile","outrage"
"krookodile","payback"
"krookodile","power-trip"
"krookodile","protect"
"krookodile","rest"
"krookodile","roar"
"krookodile","rock-slide"
"krookodile","rock-tomb"
"krookodile","round"
"krookodile","sand-tomb"
"krookodile","sandstorm"
"krookodile","scale-shot"
"krookodile","scary-face"
"krookodile","scorching-sands"
"krookodile","shadow-claw"
"krookodile","skitter-smack"
"krookodile","sleep-talk"
"krookodile","sludge-bomb"
"krookodile","smack-down"
"krookodile","snarl"
"krookodile","snore"
"krookodile","spite"
"krookodile","stealth-rock"
"krookodile","stomping-tantrum"
"krookodile","stone-edge"
"krookodile","substitute"
"krookodile","superpower"
"krookodile","swagger"
"krookodile","taunt"
"krookodile","thief"
"krookodile","thrash"
"krookodile","throat-chop"
"krookodile","thunder-fang"
"krookodile","torment"
"krookodile","uproar"
"leafeon","aerial-ace"
"leafeon","alluring-voice"
"leafeon","baby-doll-eyes"
"leafeon","baton-pass"
"leafeon","bite"
"leafeon","body-slam"
"leafeon","bullet-seed"
"leafeon","calm-mind"
"leafeon","charm"
"leafeon","copycat"
"leafeon","covet"
"leafeon","curse"
"leafeon","detect"
"leafeon","dig"
"leafeon","double-edge"
"leafeon","endure"
"leafeon","energy-ball"
"leafeon","facade"
"leafeon","fake-tears"
"leafeon","flail"
"leafeon","focus-energy"
"leafeon","giga-drain"
"leafeon","giga-impact"
"leafeon","grass-knot"
"leafeon","grassy-glide"
"leafeon","helping-hand"
"leafeon","hyper-beam"
"leafeon","hyper-voice"
"leafeon","knock-off"
"leafeon","last-resort"
"leafeon","leaf-blade"
"leafeon","leaf-storm"
"leafeon","leech-seed"
"leafeon","mud-shot"
"leafeon","mud-slap"
"leafeon","protect"
"leafeon","quick-attack"
"leafeon","rain-dance"
"leafeon","rest"
"leafeon","roar"
"leafeon","round"
"leafeon","seed-bomb"
"leafeon","shadow-ball"
"leafeon","sleep-talk"
"leafeon","snore"
"leafeon","solar-beam"
"leafeon","solar-blade"
"leafeon","stored-power"
"leafeon","substitute"
"leafeon","sunny-day"
"leafeon","swords-dance"
"leafeon","synthesis"
"leafeon","tickle"
"leafeon","trailblaze"
"leafeon","weather-ball"
"leafeon","wish"
"leafeon","x-scissor"
"leafeon","yawn"
"liepard","assurance"
"liepard","attract"
"liepard","baton-pass"
"liepard","bite"
"liepard","burning-jealousy"
"liepard","charm"
"liepard","copycat"
"liepard","covet"
"liepard","crunch"
"liepard","dark-pulse"
"liepard","double-team"
"liepard","encore"
"liepard","endure"
"liepard","facade"
"liepard","fake-out"
"liepard","fake-tears"
"liepard","fire-fang"
"liepard","foul-play"
"liepard","giga-impact"
"liepard","grass-knot"
"liepard","gunk-shot"
"liepard","hyper-beam"
"liepard","hyper-voice"
"liepard","ice-fang"
"liepard","iron-tail"
"liepard","knock-off"
"liepard","lash-out"
"liepard","nasty-plot"
"liepard","night-slash"
"liepard","payback"
"liepard","play-rough"
"liepard","protect"
"liepard","psychic-fangs"
"liepard","psycho-cut"
"liepard","quick-attack"
"liepard","rain-dance"
"liepard","rest"
"liepard","round"
"liepard","screech"
"liepard","seed-bomb"
"liepard","shadow-ball"
"liepard","shadow-claw"
"liepard","skitter-smack"
"liepard","sleep-talk"
"liepard","snarl"
"liepard","snore"
"liepard","substitute"
"liepard","sucker-punch"
"liepard","sunny-day"
"liepard","swagger"
"liepard","taunt"
"liepard","thief"
"liepard","throat-chop"
"liepard","thunder-fang"
"liepard","thunder-wave"
"liepard","torment"
"liepard","trailblaze"
"liepard","trick"
"liepard","u-turn"
"liepard","yawn"
"lopunny","acrobatics"
"lopunny","after-you"
"lopunny","agility"
"lopunny","assurance"
"lopunny","attract"
"lopunny","aura-sphere"
"lopunny","baby-doll-eyes"
"lopunny","baton-pass"
"lopunny","blizzard"
"lopunny","bounce"
"lopunny","brutal-swing"
"lopunny","charm"
"lopunny","circle-throw"
"lopunny","close-combat"
"lopunny","copycat"
"lopunny","cosmic-power"
"lopunny","cotton-guard"
"lopunny","dig"
"lopunny","double-hit"
"lopunny","drain-punch"
"lopunny","draining-kiss"
"lopunny","dynamic-punch"
"lopunny","encore"
"lopunny","endure"
"lopunny","entrainment"
"lopunny","facade"
"lopunny","fake-out"
"lopunny","fake-tears"
"lopunny","fire-punch"
"lopunny","flail"
"lopunny","flatter"
"lopunny","fling"
"lopunny","focus-blast"
"lopunny","focus-punch"
"lopunny","giga-impact"
"lopunny","grass-knot"
"lopunny","healing-wish"
"lopunny","helping-hand"
"lopunny","high-jump-kick"
"lopunny","hyper-beam"
"lopunny","hyper-voice"
"lopunny","ice-beam"
"lopunny","ice-punch"
"lopunny","iron-tail"
"lopunny","low-kick"
"lopunny","low-sweep"
"lopunny","mach-punch"
"lopunny","mega-kick"
"lopunny","mirror-coat"
"lopunny","payback"
"lopunny","play-rough"
"lopunny","pounce"
"lopunny","protect"
"lopunny","quick-attack"
"lopunny","rain-dance"
"lopunny","rest"
"lopunny","reversal"
"lopunny","round"
"lopunny","shadow-ball"
"lopunny","sleep-talk"
"lopunny","snore"
"lopunny","solar-beam"
"lopunny","substitute"
"lopunny","sunny-day"
"lopunny","sweet-kiss"
"lopunny","switcheroo"
"lopunny","swords-dance"
"lopunny","teeter-dance"
"lopunny","thunder"
"lopunny","thunder-punch"
"lopunny","thunder-wave"
"lopunny","thunderbolt"
"lopunny","trailblaze"
"lopunny","triple-axel"
"lopunny","u-turn"
"lopunny","uproar"
"lucario","aerial-ace"
"lucario","agility"
"lucario","aura-sphere"
"lucario","bite"
"lucario","blaze-kick"
"lucario","body-slam"
"lucario","bone-rush"
"lucario","brick-break"
"lucario","bulk-up"
"lucario","bulldoze"
"lucario","bullet-punch"
"lucario","calm-mind"
"lucario","circle-throw"
"lucario","close-combat"
"lucario","coaching"
"lucario","copycat"
"lucario","counter"
"lucario","cross-chop"
"lucario","crunch"
"lucario","dark-pulse"
"lucario","detect"
"lucario","dig"
"lucario","dragon-pulse"
"lucario","drain-punch"
"lucario","earthquake"
"lucario","endure"
"lucario","extreme-speed"
"lucario","facade"
"lucario","feint"
"lucario","final-gambit"
"lucario","flash-cannon"
"lucario","fling"
"lucario","focus-blast"
"lucario","focus-energy"
"lucario","focus-punch"
"lucario","giga-impact"
"lucario","heal-pulse"
"lucario","helping-hand"
"lucario","high-jump-kick"
"lucario","howl"
"lucario","hyper-beam"
"lucario","ice-punch"
"lucario","iron-defense"
"lucario","iron-tail"
"lucario","life-dew"
"lucario","low-kick"
"lucario","low-sweep"
"lucario","mega-kick"
"lucario","metal-sound"
"lucario","meteor-mash"
"lucario","nasty-plot"
"lucario","payback"
"lucario","poison-jab"
"lucario","protect"
"lucario","psych-up"
"lucario","psychic"
"lucario","quick-attack"
"lucario","quick-guard"
"lucario","rain-dance"
"lucario","rest"
"lucario","reversal"
"lucario","roar"
"lucario","rock-slide"
"lucario","rock-tomb"
"lucario","round"
"lucario","scary-face"
"lucario","screech"
"lucario","shadow-ball"
"lucario","shadow-claw"
"lucario","sleep-talk"
"lucario","snore"
"lucario","steel-beam"
"lucario","stone-edge"
"lucario","substitute"
"lucario","sunny-day"
"lucario","swords-dance"
"lucario","terrain-pulse"
"lucario","thunder-punch"
"lucario","trailblaze"
"lucario","upper-hand"
"lucario","vacuum-wave"
"lucario","water-pulse"
"lucario","zen-headbutt"
"luxray","agility"
"luxray","baby-doll-eyes"
"luxray","bite"
"luxray","body-slam"
"luxray","charge"
"luxray","charge-beam"
"luxray","confuse-ray"
"luxray","crunch"
"luxray","discharge"
"luxray","double-edge"
"luxray","eerie-impulse"
"luxray","electric-terrain"
"luxray","electro-ball"
"luxray","electroweb"
"luxray","endure"
"luxray","facade"
"luxray","fake-tears"
"luxray","fire-fang"
"luxray","giga-impact"
"luxray","helping-hand"
"luxray","howl"
"luxray","hyper-beam"
"luxray","ice-fang"
"luxray","iron-tail"
"luxray","light-screen"
"luxray","night-slash"
"luxray","play-rough"
"luxray","protect"
"luxray","psychic-fangs"
"luxray","quick-attack"
"luxray","rain-dance"
"luxray","rest"
"luxray","rising-voltage"
"luxray","roar"
"luxray","round"
"luxray","scary-face"
"luxray","sleep-talk"
"luxray","snarl"
"luxray","snore"
"luxray","substitute"
"luxray","sunny-day"
"luxray","supercell-slam"
"luxray","superpower"
"luxray","swagger"
"luxray","thief"
"luxray","throat-chop"
"luxray","thunder"
"luxray","thunder-fang"
"luxray","thunder-wave"
"luxray","thunderbolt"
"luxray","trailblaze"
"luxray","volt-switch"
"luxray","wild-charge"
"lycanroc-dusk","accelerock"
"lycanroc-dusk","bite"
"lycanroc-dusk","body-slam"
"lycanroc-dusk","brick-break"
"lycanroc-dusk","bulk-up"
"lycanroc-dusk","bulldoze"
"lycanroc-dusk","charm"
"lycanroc-dusk","close-combat"
"lycanroc-dusk","counter"
"lycanroc-dusk","crunch"
"lycanroc-dusk","crush-claw"
"lycanroc-dusk","dig"
"lycanroc-dusk","double-edge"
"lycanroc-dusk","double-team"
"lycanroc-dusk","drill-run"
"lycanroc-dusk","earth-power"
"lycanroc-dusk","endeavor"
"lycanroc-dusk","endure"
"lycanroc-dusk","facade"
"lycanroc-dusk","fire-fang"
"lycanroc-dusk","focus-energy"
"lycanroc-dusk","giga-impact"
"lycanroc-dusk","helping-hand"
"lycanroc-dusk","howl"
"lycanroc-dusk","hyper-voice"
"lycanroc-dusk","iron-defense"
"lycanroc-dusk","iron-head"
"lycanroc-dusk","iron-tail"
"lycanroc-dusk","last-resort"
"lycanroc-dusk","mud-slap"
"lycanroc-dusk","outrage"
"lycanroc-dusk","play-rough"
"lycanroc-dusk","protect"
"lycanroc-dusk","psychic-fangs"
"lycanroc-dusk","quick-attack"
"lycanroc-dusk","quick-guard"
"lycanroc-dusk","rest"
"lycanroc-dusk","reversal"
"lycanroc-dusk","roar"
"lycanroc-dusk","rock-blast"
"lycanroc-dusk","rock-slide"
"lycanroc-dusk","rock-tomb"
"lycanroc-dusk","round"
"lycanroc-dusk","sandstorm"
"lycanroc-dusk","scary-face"
"lycanroc-dusk","sleep-talk"
"lycanroc-dusk","snarl"
"lycanroc-dusk","snore"
"lycanroc-dusk","stealth-rock"
"lycanroc-dusk","stomping-tantrum"
"lycanroc-dusk","stone-edge"
"lycanroc-dusk","substitute"
"lycanroc-dusk","sucker-punch"
"lycanroc-dusk","swords-dance"
"lycanroc-dusk","tail-slap"
"lycanroc-dusk","taunt"
"lycanroc-dusk","thrash"
"lycanroc-dusk","throat-chop"
"lycanroc-dusk","thunder-fang"
"lycanroc-dusk","trailblaze"
"lycanroc-dusk","zen-headbutt"
"lycanroc-midday","accelerock"
"lycanroc-midday","agility"
"lycanroc-midday","assurance"
"lycanroc-midday","bite"
"lycanroc-midday","body-slam"
"lycanroc-midday","brick-break"
"lycanroc-midday","bulk-up"
"lycanroc-midday","bulldoze"
"lycanroc-midday","charm"
"lycanroc-midday","close-combat"
"lycanroc-midday","crunch"
"lycanroc-midday","dig"
"lycanroc-midday","double-edge"
"lycanroc-midday","double-team"
"lycanroc-midday","drill-run"
"lycanroc-midday","earth-power"
"lycanroc-midday","endeavor"
"lycanroc-midday","endure"
"lycanroc-midday","facade"
"lycanroc-midday","fire-fang"
"lycanroc-midday","giga-impact"
"lycanroc-midday","helping-hand"
"lycanroc-midday","howl"
"lycanroc-midday","hyper-voice"
"lycanroc-midday","iron-defense"
"lycanroc-midday","iron-head"
"lycanroc-midday","iron-tail"
"lycanroc-midday","last-resort"
"lycanroc-midday","mud-slap"
"lycanroc-midday","play-rough"
"lycanroc-midday","protect"
"lycanroc-midday","psychic-fangs"
"lycanroc-midday","quick-attack"
"lycanroc-midday","quick-guard"
"lycanroc-midday","rest"
"lycanroc-midday","roar"
"lycanroc-midday","rock-blast"
"lycanroc-midday","rock-slide"
"lycanroc-midday","rock-tomb"
"lycanroc-midday","round"
"lycanroc-midday","sandstorm"
"lycanroc-midday","scary-face"
"lycanroc-midday","sleep-talk"
"lycanroc-midday","snarl"
"lycanroc-midday","snore"
"lycanroc-midday","stealth-rock"
"lycanroc-midday","stomping-tantrum"
"lycanroc-midday","stone-edge"
"lycanroc-midday","substitute"
"lycanroc-midday","sucker-punch"
"lycanroc-midday","sunny-day"
"lycanroc-midday","swords-dance"
"lycanroc-midday","tail-slap"
"lycanroc-midday","taunt"
"lycanroc-midday","thrash"
"lycanroc-midday","thunder-fang"
"lycanroc-midday","trailblaze"
"lycanroc-midday","zen-headbutt"
"lycanroc-midnight","bite"
"lycanroc-midnight","body-slam"
"lycanroc-midnight","brick-break"
"lycanroc-midnight","bulk-up"
"lycanroc-midnight","bulldoze"
"lycanroc-midnight","charm"
"lycanroc-midnight","close-combat"
"lycanroc-midnight","counter"
"lycanroc-midnight","crunch"
"lycanroc-midnight","dig"
"lycanroc-midnight","double-edge"
"lycanroc-midnight","double-team"
"lycanroc-midnight","earth-power"
"lycanroc-midnight","endeavor"
"lycanroc-midnight","endure"
"lycanroc-midnight","facade"
"lycanroc-midnight","fire-fang"
"lycanroc-midnight","fire-punch"
"lycanroc-midnight","fling"
"lycanroc-midnight","focus-punch"
"lycanroc-midnight","foul-play"
"lycanroc-midnight","giga-impact"
"lycanroc-midnight","helping-hand"
"lycanroc-midnight","howl"
"lycanroc-midnight","hyper-voice"
"lycanroc-midnight","iron-defense"
"lycanroc-midnight","iron-head"
"lycanroc-midnight","iron-tail"
"lycanroc-midnight","knock-off"
"lycanroc-midnight","lash-out"
"lycanroc-midnight","last-resort"
"lycanroc-midnight","low-sweep"
"lycanroc-midnight","mega-kick"
"lycanroc-midnight","mud-slap"
"lycanroc-midnight","outrage"
"lycanroc-midnight","payback"
"lycanroc-midnight","play-rough"
"lycanroc-midnight","protect"
"lycanroc-midnight","psychic-fangs"
"lycanroc-midnight","rest"
"lycanroc-midnight","reversal"
"lycanroc-midnight","roar"
"lycanroc-midnight","rock-blast"
"lycanroc-midnight","rock-slide"
"lycanroc-midnight","rock-tomb"
"lycanroc-midnight","round"
"lycanroc-midnight","sandstorm"
"lycanroc-midnight","scary-face"
"lycanroc-midnight","shadow-claw"
"lycanroc-midnight","sleep-talk"
"lycanroc-midnight","snarl"
"lycanroc-midnight","snore"
"lycanroc-midnight","stealth-rock"
"lycanroc-midnight","stomping-tantrum"
"lycanroc-midnight","stone-edge"
"lycanroc-midnight","substitute"
"lycanroc-midnight","sucker-punch"
"lycanroc-midnight","sunny-day"
"lycanroc-midnight","swords-dance"
"lycanroc-midnight","taunt"
"lycanroc-midnight","thrash"
"lycanroc-midnight","throat-chop"
"lycanroc-midnight","thunder-fang"
"lycanroc-midnight","thunder-punch"
"lycanroc-midnight","trailblaze"
"lycanroc-midnight","upper-hand"
"lycanroc-midnight","uproar"
"lycanroc-midnight","zen-headbutt"
"machamp","assurance"
"machamp","attract"
"machamp","body-slam"
"machamp","brick-break"
"machamp","brutal-swing"
"machamp","bulk-up"
"machamp","bulldoze"
"machamp","bullet-punch"
"machamp","close-combat"
"machamp","coaching"
"machamp","counter"
"machamp","cross-chop"
"machamp","cross-poison"
"machamp","darkest-lariat"
"machamp","detect"
"machamp","dig"
"machamp","double-edge"
"machamp","drain-punch"
"machamp","dynamic-punch"
"machamp","earthquake"
"machamp","encore"
"machamp","endure"
"machamp","facade"
"machamp","fire-blast"
"machamp","fire-punch"
"machamp","flamethrower"
"machamp","fling"
"machamp","focus-blast"
"machamp","focus-energy"
"machamp","giga-impact"
"machamp","heavy-slam"
"machamp","helping-hand"
"machamp","high-horsepower"
"machamp","hyper-beam"
"machamp","ice-punch"
"machamp","knock-off"
"machamp","light-screen"
"machamp","low-kick"
"machamp","low-sweep"
"machamp","mega-kick"
"machamp","payback"
"machamp","poison-jab"
"machamp","protect"
"machamp","quick-guard"
"machamp","rain-dance"
"machamp","rest"
"machamp","reversal"
"machamp","rock-blast"
"machamp","rock-slide"
"machamp","rock-tomb"
"machamp","round"
"machamp","scary-face"
"machamp","seismic-toss"
"machamp","sleep-talk"
"machamp","snore"
"machamp","stomping-tantrum"
"machamp","stone-edge"
"machamp","storm-throw"
"machamp","substitute"
"machamp","sunny-day"
"machamp","superpower"
"machamp","thief"
"machamp","throat-chop"
"machamp","thunder-punch"
"machamp","tickle"
"machamp","wide-guard"
"mamoswine","amnesia"
"mamoswine","ancient-power"
"mamoswine","attract"
"mamoswine","avalanche"
"mamoswine","bite"
"mamoswine","blizzard"
"mamoswine","body-press"
"mamoswine","body-slam"
"mamoswine","bulldoze"
"mamoswine","charm"
"mamoswine","curse"
"mamoswine","dig"
"mamoswine","double-edge"
"mamoswine","double-hit"
"mamoswine","earth-power"
"mamoswine","earthquake"
"mamoswine","endeavor"
"mamoswine","endure"
"mamoswine","facade"
"mamoswine","fissure"
"mamoswine","flail"
"mamoswine","freeze-dry"
"mamoswine","giga-impact"
"mamoswine","hard-press"
"mamoswine","haze"
"mamoswine","heavy-slam"
"mamoswine","high-horsepower"
"mamoswine","hyper-beam"
"mamoswine","ice-beam"
"mamoswine","ice-fang"
"mamoswine","ice-shard"
"mamoswine","icicle-crash"
"mamoswine","icicle-spear"
"mamoswine","icy-wind"
"mamoswine","iron-head"
"mamoswine","knock-off"
"mamoswine","mud-shot"
"mamoswine","mud-slap"
"mamoswine","protect"
"mamoswine","rain-dance"
"mamoswine","reflect"
"mamoswine","rest"
"mamoswine","reversal"
"mamoswine","roar"
"mamoswine","rock-blast"
"mamoswine","rock-slide"
"mamoswine","rock-tomb"
"mamoswine","round"
"mamoswine","sand-tomb"
"mamoswine","sandstorm"
"mamoswine","scary-face"
"mamoswine","sleep-talk"
"mamoswine","smack-down"
"mamoswine","snore"
"mamoswine","snowscape"
"mamoswine","stealth-rock"
"mamoswine","stomping-tantrum"
"mamoswine","stone-edge"
"mamoswine","substitute"
"mamoswine","superpower"
"mamoswine","thrash"
"mamoswine","throat-chop"
"mamoswine","trailblaze"
"manectric","agility"
"manectric","attract"
"manectric","bite"
"manectric","body-slam"
"manectric","charge"
"manectric","charge-beam"
"manectric","crunch"
"manectric","curse"
"manectric","discharge"
"manectric","eerie-impulse"
"manectric","electric-terrain"
"manectric","electro-ball"
"manectric","endure"
"manectric","facade"
"manectric","fire-fang"
"manectric","flamethrower"
"manectric","giga-impact"
"manectric","howl"
"manectric","hyper-beam"
"manectric","hyper-voice"
"manectric","ice-fang"
"manectric","iron-tail"
"manectric","light-screen"
"manectric","overheat"
"manectric","pounce"
"manectric","protect"
"manectric","psychic-fangs"
"manectric","quick-attack"
"manectric","rain-dance"
"manectric","rest"
"manectric","rising-voltage"
"manectric","roar"
"manectric","round"
"manectric","scary-face"
"manectric","sleep-talk"
"manectric","snarl"
"manectric","snore"
"manectric","substitute"
"manectric","supercell-slam"
"manectric","switcheroo"
"manectric","thief"
"manectric","thunder"
"manectric","thunder-fang"
"manectric","thunder-wave"
"manectric","thunderbolt"
"manectric","trailblaze"
"manectric","uproar"
"manectric","volt-switch"
"manectric","wild-charge"
"maushold","aerial-ace"
"maushold","after-you"
"maushold","agility"
"maushold","baby-doll-eyes"
"maushold","baton-pass"
"maushold","beat-up"
"maushold","bite"
"maushold","bullet-seed"
"maushold","charm"
"maushold","chilling-water"
"maushold","copycat"
"maushold","crunch"
"maushold","dig"
"maushold","double-edge"
"maushold","double-hit"
"maushold","encore"
"maushold","endure"
"maushold","facade"
"maushold","fake-tears"
"maushold","feint"
"maushold","follow-me"
"maushold","giga-impact"
"maushold","grass-knot"
"maushold","helping-hand"
"maushold","hyper-beam"
"maushold","hyper-voice"
"maushold","low-kick"
"maushold","low-sweep"
"maushold","mud-shot"
"maushold","mud-slap"
"maushold","play-rough"
"maushold","population-bomb"
"maushold","protect"
"maushold","rain-dance"
"maushold","rest"
"maushold","seed-bomb"
"maushold","shadow-claw"
"maushold","sleep-talk"
"maushold","substitute"
"maushold","sunny-day"
"maushold","super-fang"
"maushold","switcheroo"
"maushold","taunt"
"maushold","thief"
"maushold","thunder-wave"
"maushold","tickle"
"maushold","tidy-up"
"maushold","trailblaze"
"maushold","u-turn"
"maushold","water-pulse"
"medicham","acupressure"
"medicham","aerial-ace"
"medicham","agility"
"medicham","aura-sphere"
"medicham","axe-kick"
"medicham","baton-pass"
"medicham","blaze-kick"
"medicham","body-slam"
"medicham","brick-break"
"medicham","bulk-up"
"medicham","bullet-punch"
"medicham","calm-mind"
"medicham","close-combat"
"medicham","coaching"
"medicham","counter"
"medicham","detect"
"medicham","drain-punch"
"medicham","dynamic-punch"
"medicham","endure"
"medicham","energy-ball"
"medicham","expanding-force"
"medicham","facade"
"medicham","fake-out"
"medicham","feint"
"medicham","fire-punch"
"medicham","fling"
"medicham","focus-blast"
"medicham","focus-punch"
"medicham","giga-impact"
"medicham","grass-knot"
"medicham","gravity"
"medicham","guard-swap"
"medicham","helping-hand"
"medicham","high-jump-kick"
"medicham","hyper-beam"
"medicham","ice-punch"
"medicham","imprison"
"medicham","light-screen"
"medicham","low-kick"
"medicham","low-sweep"
"medicham","mega-kick"
"medicham","night-shade"
"medicham","pain-split"
"medicham","poison-jab"
"medicham","power-swap"
"medicham","power-trick"
"medicham","protect"
"medicham","psych-up"
"medicham","psychic"
"medicham","psychic-terrain"
"medicham","psycho-cut"
"medicham","psyshock"
"medicham","quick-guard"
"medicham","rain-dance"
"medicham","recover"
"medicham","reflect"
"medicham","rest"
"medicham","reversal"
"medicham","rock-slide"
"medicham","rock-tomb"
"medicham","round"
"medicham","shadow-ball"
"medicham","skill-swap"
"medicham","sleep-talk"
"medicham","snore"
"medicham","stored-power"
"medicham","substitute"
"medicham","sunny-day"
"medicham","taunt"
"medicham","thief"
"medicham","thunder-punch"
"medicham","trailblaze"
"medicham","trick"
"medicham","trick-room"
"medicham","upper-hand"
"medicham","vacuum-wave"
"medicham","zen-headbutt"
"meganium","ancient-power"
"meganium","body-press"
"meganium","body-slam"
"meganium","bulldoze"
"meganium","bullet-seed"
"meganium","charm"
"meganium","counter"
"meganium","curse"
"meganium","dazzling-gleam"
"meganium","double-edge"
"meganium","dragon-tail"
"meganium","earth-power"
"meganium","earthquake"
"meganium","encore"
"meganium","endeavor"
"meganium","endure"
"meganium","energy-ball"
"meganium","facade"
"meganium","fake-tears"
"meganium","flail"
"meganium","frenzy-plant"
"meganium","giga-drain"
"meganium","giga-impact"
"meganium","grass-knot"
"meganium","grassy-glide"
"meganium","grassy-terrain"
"meganium","heal-pulse"
"meganium","helping-hand"
"meganium","hyper-beam"
"meganium","ingrain"
"meganium","iron-tail"
"meganium","knock-off"
"meganium","leaf-blade"
"meganium","leaf-storm"
"meganium","leech-seed"
"meganium","light-screen"
"meganium","mud-slap"
"meganium","outrage"
"meganium","petal-blizzard"
"meganium","petal-dance"
"meganium","poison-powder"
"meganium","pollen-puff"
"meganium","protect"
"meganium","reflect"
"meganium","rest"
"meganium","round"
"meganium","safeguard"
"meganium","seed-bomb"
"meganium","sleep-talk"
"meganium","snore"
"meganium","solar-beam"
"meganium","solar-blade"
"meganium","stomping-tantrum"
"meganium","substitute"
"meganium","sunny-day"
"meganium","sweet-scent"
"meganium","swords-dance"
"meganium","synthesis"
"meganium","trailblaze"
"meganium","weather-ball"
"meganium","zen-headbutt"
"meowscarada","acrobatics"
"meowscarada","aerial-ace"
"meowscarada","agility"
"meowscarada","ally-switch"
"meowscarada","aura-sphere"
"meowscarada","bite"
"meowscarada","brick-break"
"meowscarada","bullet-seed"
"meowscarada","charm"
"meowscarada","chilling-water"
"meowscarada","copycat"
"meowscarada","dark-pulse"
"meowscarada","double-team"
"meowscarada","endure"
"meowscarada","energy-ball"
"meowscarada","facade"
"meowscarada","fake-tears"
"meowscarada","fling"
"meowscarada","flower-trick"
"meowscarada","foul-play"
"meowscarada","frenzy-plant"
"meowscarada","giga-drain"
"meowscarada","giga-impact"
"meowscarada","grass-knot"
"meowscarada","grassy-glide"
"meowscarada","grassy-terrain"
"meowscarada","helping-hand"
"meowscarada","hyper-beam"
"meowscarada","knock-off"
"meowscarada","lash-out"
"meowscarada","leaf-storm"
"meowscarada","leech-seed"
"meowscarada","low-kick"
"meowscarada","low-sweep"
"meowscarada","mud-slap"
"meowscarada","nasty-plot"
"meowscarada","night-slash"
"meowscarada","petal-blizzard"
"meowscarada","play-rough"
"meowscarada","pollen-puff"
"meowscarada","power-gem"
"meowscarada","protect"
"meowscarada","psych-up"
"meowscarada","quick-attack"
"meowscarada","rest"
"meowscarada","seed-bomb"
"meowscarada","shadow-ball"
